link,title,author,date
https://www.infowars.comhttps://www.infowars.com/posts/excessive-dna-contamination-in-mrna-vaccines-presents-substantial-risk-of-cancer-say-52-scientists-and-academics,"Excessive DNA Contamination in mRNA Vaccines Presents ‘Substantial Risk’ of Cancer, Say 52 Scientists and Academics",By The Daily Sceptic,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/thousands-of-potentially-toxic-chemicals-in-food-packaging-find-their-way-into-the-human-body,Thousands of Potentially Toxic Chemicals in Food Packaging Find Their Way into the Human Body,By Raw Egg Nationalist,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/us-towns-suspend-water-fluoridation,US Towns Suspend Water Fluoridation,By Raw Egg Nationalist,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/boris-johnson-medieval-lockdowns-didnt-work,Boris Johnson: “Medieval” Lockdowns Didn’t Work,By Raw Egg Nationalist,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/alex-jones-reveals-the-covid-test-is-a-dna-theft-device,Alex Jones Reveals The Covid Test is a DNA Theft Device,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/sudden-unexpected-infant-death-increased-post-covid-shot-rollout-study,Sudden ‘Unexpected’ Infant Death Increased Post-Covid Shot Rollout — Study,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/number-of-homeless-people-in-america-to-reach-all-time-high-in-2024-due-to-surge-in-illegal-immigration,Number of Homeless People in America to Reach All-Time High in 2024 Due to Surge in Illegal Immigration,By Laura Harris | Natural News,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/american-psychological-association-tells-children-that-asking-questions-is-a-form-of-disinformation,American Psychological Association Tells Children That Asking Questions is a Form of ‘Disinformation’,By Ethan Huff | Natural News,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/21-states-threaten-top-medical-group-with-legal-action-for-claiming-puberty-blockers-are-reversible,21 States Threaten Top Medical Group with Legal Action for Claiming Puberty Blockers are ‘Reversible’,By Calvin Freiburger | Lifesite,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/us-approves-gmo-wheat-grown-with-neurotoxic-herbicide,US Approves GMO Wheat Grown with Neurotoxic Herbicide,By Sustainable Pulse | The Defender,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/maine-warned-public-about-a-measles-case-but-didnt-mention-it-was-caused-by-the-vaccine,Maine Warned Public About a Measles Case — But Didn’t Mention it Was Caused by the Vaccine,"By Suzanne Burdick, Ph.D. | The Defender",5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/cnn-runs-bizarre-headline-proving-the-unvaccinated-were-right-the-fully-jabbed-are-dying-from-covid,CNN Runs Bizarre Headline Proving The Unvaccinated Were Right: The Fully Jabbed Are ‘Dying From Covid’,By Ethan Huff | Natural News,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/transgender-prisoners-in-tim-walzs-minnesota-could-get-free-surgeries-and-drugs-for-life,‘Transgender’ Prisoners in Tim Walz’s Minnesota Could Get Free Surgeries and Drugs for Life,By Matt Lamb | Lifesite,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/breaking-fluoride-in-water-poses-unreasonable-risk-to-children-federal-judge-rules,"Breaking: Fluoride in Water Poses ‘Unreasonable Risk’ to Children, Federal Judge Rules",By Jamie White,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/ex-nyc-covid-czar-says-hes-pushing-monkeypox-vaccine-by-lying-to-investors-in-part-2-of-undercover-video-series,Ex-NYC Covid Czar Says He’s Pushing Monkeypox Vaccine By Lying To Investors In Part 2 Of Undercover Video Series,By Infowars.com,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/update-on-alexis-lorenze-23-year-old-severely-injured-after-hospital-forced-her-to-get-3-vaccines,"Update on Alexis Lorenze, 23-Year-Old Severely Injured After Hospital Forced Her to Get 3 Vaccines","By Brenda Baletti, Ph.D. | The Defender",5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/sanitation-nutrition-caused-decline-in-disease-rates-not-vaccines,"Sanitation & Nutrition Caused Decline in Disease Rates, Not Vaccines",By S.D. Wells | Natural News,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/anti-childbirth-propaganda-will-be-banned-in-russia-says-top-lawmaker-close-to-putin,"Anti-Childbirth Propaganda will be Banned in Russia, Says Top Lawmaker Close to Putin",By Staff | Remix,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/proposed-new-jersey-legislation-would-censor-penalize-doctors-for-disseminating-misinformation,Proposed New Jersey Legislation Would Censor & Penalize Doctors for ‘Disseminating Misinformation’,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/parents-now-allowed-to-give-kids-nasal-flu-vaccine-at-home-despite-vaccines-link-to-severe-reactions,"Parents Now Allowed to Give Kids Nasal Flu Vaccine at Home, Despite Vaccine’s Link to Severe Reactions","By Michael Nevradakis, Ph.D. | The Defender",5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/could-bird-flu-be-the-october-surprise,Could Bird Flu Be the October Surprise?,"By Clayton J. Baker, MD | Brownstone Institute",5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/new-us-policy-unleashes-unchecked-bio-labs-paving-way-for-the-next-lab-created-pandemic-mccullough-foundation-says,"New US Policy Unleashes Unchecked Bio-Labs, Paving Way for the Next Lab-Created Pandemic — McCullough Foundation says",By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/sunlight-clouds-not-greenhouse-gasses-are-responsible-for-climate-change-study,"Sunlight & Clouds, Not Greenhouse Gasses, are Responsible for Climate Change — Study",By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/60-of-young-people-with-myocarditis-from-covid-vaxx-had-heart-damage-six-months-later,60% of Young People with Myocarditis from COVID Vaxx Had Heart Damage Six Months Later,By Raw Egg Nationalist,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/link-between-cataracts-and-vascular-dementia-found-study,Link Between Cataracts and Vascular Dementia Found — Study,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/rfk-vp-nicole-shanahan-says-vaccine-caused-her-daughters-autism,"Vaccine Caused Daughter’s Autism, Says RFK VP Nicole Shanahan",By Kelen McBreen,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/epic-crowder-confronts-nyc-lockdown-doctor-who-engaged-in-drug-fueled-orgies-dance-parties-while-citizen-gatherings-were-limited,Epic: Crowder Confronts NYC Lockdown Doctor Who Engaged In Drug-Fueled Orgies & Dance Parties While Citizen Gatherings Were Limited,By Infowars.com,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/ex-nyc-covid-czar-admits-to-secret-drug-fueled-orgies-during-pandemic-in-undercover-video,Ex-NYC Covid Czar Admits To Secret Drug-Fueled Orgies During Pandemic In Undercover Video,By Kelen McBreen,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/bill-gates-says-urging-people-to-avoid-vaccines-is-inciting-violence-and-he-wants-antivaxxers-censored-by-ai,Bill Gates says Urging People to Avoid Vaccines is ‘Inciting Violence’ and He Wants ‘AntiVaxxers’ Censored by AI,By Lance D Johnson | Natural News,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/girls-field-hockey-team-forfeits-game-instead-of-risking-injury-from-male-opponent,Girls’ Field Hockey Team Forfeits Game Instead of Risking Injury from Male Opponent,By Calvin Freiburger | Lifesite,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/canada-approves-modernas-latest-experimental-covid-shot-starting-after-6-months-old,Canada Approves Moderna’s Latest Experimental Covid Shot Starting After 6 Months Old,By Clare Marie Merkowsky | Lifesite,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/fda-approves-monkypox-vaccine-says-it-may-cause-death-in-the-vaccinated-and-people-they-come-in-contact-with,"FDA Approves Monkeypox Vaccine, says it May Cause Death in the Vaccinated AND People They Come in Contact With",By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/haitian-migrants-demanding-to-rent-local-chickens-they-dipped-under-the-fence-chasing-my-little-duckies,Haitian Migrants Demanding to ‘Rent’ Local Chickens: “They … Dipped Under the Fence Chasing my Little Duckies”,By Ethan Huff | Natural News,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/australian-woman-fired-dragged-before-tribunal-for-saying-only-women-can-breastfeed,"Australian Woman Fired, Dragged Before Tribunal for Saying Only Women Can Breastfeed",By David James | Lifesite,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/turbo-cancer-explodes,Turbo Cancer Explodes,By Jon Bowne | Infowars.com,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/wi-fi-routers-are-significant-emf-emitters-and-should-be-away-from-livingrooms-bedrooms-study,Wi-Fi Routers are ‘Significant EMF Emitters’ and ‘Should be Away From Livingrooms/Bedrooms’ — Study,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/woman-suffers-horrific-injuries-after-receiving-three-vaccines-meningitis-pneumonia-tetanus-at-the-same-time,"Woman Suffers HORRIFIC Injuries After Receiving Meningitis, Pneumonia & Tetanus Vaccines AT THE SAME TIME!",By Adan Salazar,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/austrian-woman-convicted-of-homicide-after-neighbor-caught-covid-from-her-and-died-report,Austrian Woman Convicted of Homicide After Neighbor Caught Covid from Her and Died — Report,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/grocery-rationing-within-four-years,Grocery Rationing Within Four Years,By Jeffrey Tucker | Brownstone Institute,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/who-approves-first-mpox-vaccine-for-adults-in-africa-then-says-babies-can-get-it-too-despite-no-clinical-trials,"WHO Approves First Mpox Vaccine for Adults in Africa — Then Says Babies Can Get It, Too, Despite No Clinical Trials","By Suzanne Burdick, Ph.D. | The Defender",5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/the-rate-of-depression-among-americans-has-reached-a-new-high,The Rate of Depression Among Americans Has Reached a New High,By Zero Hedge,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/my-life-in-the-thrill-kill-medical-cult-book-release-party,‘My Life In The Thrill Kill Medical Cult’ Book Release PARTY,By Rebunked News with Scott Armstrong and The Unjected Show,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/us-womens-life-expectancy-is-the-lowest-among-developed-nations,US Women’s Life Expectancy Is The Lowest Among Developed Nations,By Zero Hedge,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/florida-surgeon-general-advises-against-updated-covid-booster-florida-department-of-health-bulletin,Florida Surgeon General Advises Against Updated Covid Booster — Florida Department of Health Bulletin,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/covid-vaccine-induced-psychosis-in-woman-case-study,Viral Vector Covid Vaccine Induced Psychosis in Woman — Case Study,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/therapy-logs-video-sessions-for-1-7-million-american-mental-patients-leaked-to-open-web-after-data-breach,"Therapy Logs, Video Sessions for 1.7 Million American Mental Patients Leaked to Open Web after Data Breach",By Ethan Huff | Natural News,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/mrna-covid-shots-more-likely-to-attack-the-heart-viral-vector-shots-more-likely-to-attack-the-brain-systematic-review-study,"mRNA Covid Shots More Likely to Attack the Heart, Viral Vector Shots More Likely to Attack the Brain — Systematic Review Study",By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/bill-gates-wants-ai-based-real-time-censorship-for-vaccine-misinformation,Bill Gates Wants AI-Based Real-Time Censorship for Vaccine ‘Misinformation’,By Didi Rankovic | Reclaim The Net,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/patient-developed-post-acute-covid-vaccination-syndrome-case-study,Patient Developed ‘Post-Acute Covid Vaccination Syndrome’ — Case Study,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/covid-lockdown-accelerated-aging-of-teen-brains-study,Covid Lockdown Accelerated Aging of Teen Brains — Study,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/drugmakers-shower-young-doctors-with-gifts-freebies-they-hope-to-get-something-in-return,"Drugmakers Shower Young Doctors with Gifts, Freebies — They Hope to Get Something in Return","By Suzanne Burdick, Ph.D. | The Defender",5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/fda-blew-off-scheduled-meetings-with-covid-vaccine-injury-victims-emails-show,"FDA Blew Off Scheduled Meetings with Covid Vaccine Injury Victims, Emails Show","By Michael Nevradakis, Ph.D. | The Defender",5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/warning-weaponized-weed-deployed-to-warp-the-minds-of-the-masses-use-at-your-own-risk,WARNING: Weaponized Weed Deployed to Warp The Minds of the Masses— Use at Your Own Risk,By InfoWars,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/canadian-pandemic-bill-would-regulate-meat-production-develop-contract-tracing,"Canadian Pandemic Bill Would Regulate Meat Production, Develop Contract Tracing",By Anthony Murdoch | Reclaim The Net,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/billions-of-people-are-deficient-in-critical-micronutrients-study,Billions of People are Deficient in Critical Micronutrients — Study,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/singapore-launches-covid-style-quarantine-vaccine-campaign-for-monkeypox,"Singapore Launches Covid-style Quarantine, Vaccine Campaign for Monkeypox",By Angeline Tan | Lifesite,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/new-kid-on-the-block-update-novavax-covid-vaccine-approved-without-clinical-trial-data-on-new-version,‘New Kid on The Block’ Updated NOVAVAX Covid Vaccine ‘Authorized’ Without Clinical Trial Data on New Version,By Sean Miller,5 months ago
https://www.infowars.comhttps://www.infowars.com/posts/self-assembling-nanoparticles-confirmed-in-mrna-covid-injections-study,Self-Assembling Nanoparticles Confirmed in mRNA Covid Injections — Study,By Sean Miller,5 months ago
