title,link,date,category,excerpt
Passive Facebook Use Correlated With Depressive Symptoms,https://naturalblaze.com/2019/07/passive-facebook-use-correlated-with-depressive-symptoms.html,"JULY 18, 2019",HEALTH AND WELLNESS,"Great holiday, fantastic party, adorable children, incredible food: everyone shows their life in the best light on social networks. Those who take a look around on such sites can find that their self-esteem takes a hit as it seems as though everyone is better than…"
Low Doses Of Radiation Give Cancer Cells Advantage Over Normal Cells,https://naturalblaze.com/2019/07/low-doses-of-radiation-give-cancer-cells-advantage-over-normal-cells.html,"JULY 18, 2019",BIG PHARMA,"New research in mice helps to understand the risks around exposure to low doses of radiation, such as CT scans and X-rays Low doses of radiation equivalent to three CT scans, which are considered safe, give cancer-capable cells a competitive advantage over normal cells in…"
Body And Mind Need Care In Mental Illness,https://naturalblaze.com/2019/07/body-and-mind-need-care-in-mental-illness.html,"JULY 18, 2019",HEALTH AND WELLNESS,"The 18-year life expectancy gap between people with mental illness and the general population can only be bridged by protecting patients’ physical and mental health, according to a new study. As part of a Lancet Psychiatry Commission into mental illness, University of Queensland researchers found…"
Scientists Now Believe Quantum Entanglement May Apply To Time Itself,https://naturalblaze.com/2019/07/scientists-now-believe-quantum-entanglement-may-apply-to-time-itself.html,"JULY 18, 2019",NATURAL HEALTH NEWS,"By Jake Anderson The discoveries made over the last century by physicists studying quantum mechanics—some of which suggest that reality is only made certain by the presence of a conscious observer—is nothing short of mind-blowing. One particular concept, entanglement, was so out there that Albert…"
"Has The Pentagon Secretly “Bioweaponized” Insects, Including Ticks? Congress To Investigate",https://naturalblaze.com/2019/07/has-the-pentagon-secretly-bioweaponized-insects-including-ticks-congress-to-investigate.html,"JULY 17, 2019",NATURAL HEALTH NEWS,"By Catherine J. Frompovich According to Russia Today (RT), The US Congress has backed an amendment to the 2020 US Defense budget which could force an investigation into allegations that the pentagon had weaponized insects, including ticks, in a secret program. Source: https://www.rt.com/usa/464293-congress-investigate-pentagon-weaponize-ticks U.S. Congressman…"
High-Quality Diet Linked To More Beneficial Gut Bacteria,https://naturalblaze.com/2019/07/high-quality-diet-linked-to-more-beneficial-gut-bacteria.html,"JULY 16, 2019",DIET,"It is well established that diet influences health and disease, but the mechanisms underlying this effect are not fully understood. Shedding light on the diet-health connection, a team led by researchers at Baylor College of Medicine reports today in The American Journal of Clinical Nutrition…"
"Study Finds Transgender, Non-Binary Autism Link",https://naturalblaze.com/2019/07/study-finds-transgender-non-binary-autism-link.html,"JULY 16, 2019",NATURAL HEALTH NEWS,"New research indicates that transgender and non-binary individuals are significantly more likely to have autism or display autistic traits than the wider population – a finding that has important implications for gender confirmation treatments. The study, led by Dr Steven Stagg of Anglia Ruskin University…"
"Petting Dogs Or Cats For 10 Minutes Significantly Reduces Stress, New Study Finds",https://naturalblaze.com/2019/07/petting-dogs-or-cats-for-10-minutes-significantly-reduces-stress-new-study-finds.html,"JULY 15, 2019",HEALTH AND WELLNESS,"College is stressful. Students have classes, papers, and exams. But they also often have work, bills to pay, and so many other pressures common in modern life. Many universities have instituted “Pet Your Stress Away” programs, where students can come in and interact with cats…"
Study Suggests Possible Link Between Sugary Drinks And Cancer,https://naturalblaze.com/2019/07/study-suggests-possible-link-between-sugary-drinks-and-cancer.html,"JULY 10, 2019",DIET,"Findings suggest limiting sugary drinks might contribute to a reduction in cancer cases, say researchers A study published by The BMJ today reports a possible association between higher consumption of sugary drinks and and an increased risk of cancer. While cautious interpretation is needed, the…"
New Jersey Expands Medical Marijuana Program Despite Federal Prohibition,https://naturalblaze.com/2019/07/new-jersey-expands-medical-marijuana-program-despite-federal-prohibition.html,"JULY 10, 2019",NATURAL HEALTH NEWS,"By Mike Maharrey TRENTON, N.J. (July 10, 2019) –  Last week, New Jersey Gov. Phil Murphy signed a bill expanding the state’s medical marijuana program despite federal prohibition. A bipartisan coalition of 17 legislators sponsored Assembly Bill 20 (A20). Titled the Jake Honig Compassionate Use Medical Cannabis…"
"Ex-Chiropractor Fined $100,000 For Posting “Anti-Vaccine” Information On Social Media",https://naturalblaze.com/2019/07/ex-chiropractor-fined-100000-for-posting-anti-vaccine-information-on-social-media.html,"JULY 10, 2019",NATURAL HEALTH NEWS,"By Arjun Walia The Facts: A former chiropractor has been fined $100,000 for posting information about vaccines to her social media pages. Reflect On: How can someone be fined for questioning vaccine safety when a plethora of science already does so? Why does the mainstream…"
Participating In Local Food Projects May Improve Mental Health,https://naturalblaze.com/2019/07/participating-in-local-food-projects-may-improve-mental-health.html,"JULY 9, 2019",FOOD FREEDOM,"A new study soon to appear in the Faculty of Public Health’s Journal of Public Health suggests that participating in local food projects may have a positive effect on wellbeing and psychological health. Local food is a growing movement, and includes initiatives such as allotments,…"
Research Shows Drinking Matcha Tea Reduces Anxiety,https://naturalblaze.com/2019/07/research-shows-drinking-matcha-tea-reduces-anxiety.html,"JULY 9, 2019",DIET,"Many different countries have a tea culture, and Japanese [easyazon_link identifier=”B00PFDH0IC” locale=”US” tag=”natblaze-20″]Matcha tea[/easyazon_link] is growing in popularity around the world. In Japan, Matcha has a long history of being used for various medicinal purposes. It has been suspected to have various beneficial effects to…"
Jaden Smith Just Opened A Vegan Food Truck For The Homeless In Los Angeles Called I Love You Restaurant,https://naturalblaze.com/2019/07/jaden-smith-just-opened-a-vegan-food-truck-for-the-homeless-in-los-angeles-called-i-love-you-restaurant.html,"JULY 9, 2019",FOOD FREEDOM,"By Mayukh Saha It seems humanity runs in the Smith household. Will Smith has already been known for his philanthropy and now Jaden Smith, his son, is following in his footsteps. His pop-up restaurant is the latest addition to all of Jaden’s activist and artistic…"
Study Finds Psychiatric Diagnosis To Be ‘Scientifically Meaningless’,https://naturalblaze.com/2019/07/study-finds-psychiatric-diagnosis-to-be-scientifically-meaningless.html,"JULY 8, 2019",BIG PHARMA,"A new study, published in Psychiatry Research, has concluded that psychiatric diagnoses are scientifically worthless as tools to identify discrete mental health disorders. The study, led by researchers from the University of Liverpool, involved a detailed analysis of five key chapters of the latest edition…"
USDA Suspends Honeybee Research Despite Rapid Decline Of Bee Populations,https://naturalblaze.com/2019/07/usda-suspends-honeybee-research-despite-rapid-decline-of-bee-populations.html,"JULY 8, 2019",ENVIRONMENT,"By Elias Marat The U.S. Department of Agriculture (USDA) has suspended its annual surveys of the honeybee population as the federal agency increasingly turns toward representing big agricultural interests rather than regulating them. Citing the need for budget cuts, the Trump administration’s suspension of the…"
New Mexico Maintains Legal CBD Sales Despite Ongoing FDA Prohibition,https://naturalblaze.com/2019/07/new-mexico-maintains-legal-cbd-sales-despite-ongoing-fda-prohibition.html,"JULY 8, 2019",NATURAL HEALTH NEWS,"By Mike Maharrey SANTA FE, N.M. (July 8, 2019) – Last week, a law creating a licensing and regulatory structure for hemp production and ensuring the sale of CBD can continue in the state went into effect. This will not only open up markets in New Mexico;…"
Some Like It Hot: Study Finds Chili Peppers May Slow Lung Cancer Development,https://naturalblaze.com/2019/07/some-like-it-hot-study-finds-chili-peppers-may-slow-lung-cancer-development.html,"JULY 5, 2019",HOMEOPATHIC REMEDIES,"By John Anderer Spicy food isn’t for everyone. Some people love a little danger with their dinner, while others prefer to play it safe and avoid fiery ingredients like chili peppers. However, a new study finds that chili peppers may have a much more important…"
New Florida Law Maintains Legal CBD Sales Despite Ongoing FDA Prohibition,https://naturalblaze.com/2019/07/new-florida-law-maintains-legal-cbd-sales-despite-ongoing-fda-prohibition.html,"JULY 5, 2019",NATURAL HEALTH NEWS,"By Mike Maharrey TALLAHASSEE, Fla. (July 5, 2019) – Last week, Florida Gov. Ron DeSantis signed a bill into law that modifies the state’s hemp licensing program and ensures the sale of CBD can continue in the state. This will not only open up markets in…"
Austria Poised To Become First EU Nation To Fully Ban Glyphosate,https://naturalblaze.com/2019/07/austria-poised-to-become-first-eu-nation-to-fully-ban-glyphosate.html,"JULY 5, 2019",ENVIRONMENT,By Jessica Corbett Austria is on track to become the first country in the European Union (EU) to fully ban the world’s most commonly used herbicide after the nation’s lower house of parliament passed a bill Tuesday that would outlaw all uses of the endocrine-disrupting…
"They Couldn’t Ban Kratom, So Now The Feds Are Trying To Stop The Source",https://naturalblaze.com/2019/07/they-couldnt-ban-kratom-so-now-the-feds-are-trying-to-stop-the-source.html,"JULY 5, 2019",NATURAL HEALTH NEWS,"By Jake Anderson Despite the fact that it’s been used by indigenous people for generations, kratom (Mitragyna speciosa) was relatively unknown to a critical mass of Americans until 2016, when suddenly the Drug Enforcement Agency (DEA) and the Food and Drug Administration (FDA) took an…"
Cockroaches Are Evolving So Fast They’re Becoming Nearly Impossible To Kill With Chemicals,https://naturalblaze.com/2019/07/cockroaches-are-evolving-so-fast-theyre-becoming-nearly-impossible-to-kill-with-chemicals.html,"JULY 4, 2019",NATURAL HEALTH NEWS,"By Elias Marat The common German cockroach, despite being a vile carrier of bacteria and disease, is truly an impressive creature. While a number of insects face a looming danger of extinction, many believe that the resilient roach—whose history stretches back to 300 million B.C.—could…"
"Yet Another Fresh Vegetable Recall, Multiple Brands And Stores",https://naturalblaze.com/2019/07/yet-another-fresh-vegetable-recall-multiple-brands-and-stores.html,"JULY 3, 2019",NATURAL HEALTH NEWS,"By Daisy Luther Yep, another recall. A number of fresh vegetables sold by stores like Trader Joe’s and Food Lion have been recalled after state inspectors discovered Listeria monocytogenes in a sample. Growers Express LLC launched a recall of the products in question from various…"
"Short Bursts Of Exercise Enhance Brain Function, Study Finds",https://naturalblaze.com/2019/07/short-bursts-of-exercise-enhance-brain-function-study-finds.html,"JULY 2, 2019",HEALTH AND WELLNESS,"Most people know that regular exercise is good for your health. New research shows it may make you smarter, too. Neuroscientists at OHSU in Portland, Oregon, working with mice, have discovered that a short burst of exercise directly boosts the function of a gene that…"
Pesticide Exposure Linked To Teen Depression In Agricultural Communities,https://naturalblaze.com/2019/07/pesticide-exposure-linked-to-teen-depression-in-agricultural-communities.html,"JULY 2, 2019",ENVIRONMENT,"Adolescents exposed to elevated levels of pesticides are at an increased risk of depression, according to a new study led by Jose R. Suarez-Lopez, MD, PhD, assistant professor in the Department of Family Medicine and Public Health at University of California San Diego School of…"
WARNING: 16 Premium Dog Food Brands Linked To Deadly Heart Disease,https://naturalblaze.com/2019/07/warning-16-premium-dog-food-brands-linked-to-deadly-heart-disease.html,"JULY 2, 2019",NATURAL HEALTH NEWS,"By Daisy Luther We recently reported that several expensive brands of dog food could potentially cause heart disease in your furry friends. Now, other brands have come to light for possibly increasing the risk of dilated cardiomyopathy (DCM) in dogs. The FDA’s investigation has found…"
Marijuana Could Be An Effective Alternative To Pain And Sleep Prescription Medications,https://naturalblaze.com/2019/07/marijuana-could-be-an-effective-alternative-to-pain-and-sleep-prescription-medications.html,"JULY 1, 2019",HEALTH AND WELLNESS,"A new study has shown how cannabis could be an effective treatment option for both pain relief and insomnia, for those looking to avoid prescription and over the counter pain and sleep medications – including opioids. The study, published in the Journal of Psychoactive Drugs,…"
Swimming Pools Can Turn Your Sunscreen Into A Cancerous Toxin,https://naturalblaze.com/2019/07/swimming-pools-can-turn-your-sunscreen-into-a-cancerous-toxin.html,"JULY 1, 2019",NATURAL HEALTH NEWS,"By S.M. Gibson Smothering yourself in sunscreen before getting into a swimming pool may actually be detrimental to your health, according to research. The study—which was conducted at Lomonosov Moscow State University—found that the combination of ultraviolet (UV) rays from the sun and chlorinated water…"
Neural Activity Observed In Mini Lab-Grown Brains By Scientists,https://naturalblaze.com/2019/06/neural-activity-observed-in-mini-lab-grown-brains-by-scientists.html,"JUNE 30, 2019",NATURAL HEALTH NEWS,By Mayukh Saha Our brain is the seat of all human experiences. But it is a bit of a mystery even now. Scientists have tried several experiments on live animal brains but they’re starkly different than human brains. And it’s unethical to work with live…
FDA Warning: These 3 Expensive Brands Of Food May Increase Your Dog’s Risk Of Heart Disease,https://naturalblaze.com/2019/06/fda-warning-these-3-expensive-brands-of-food-may-increase-your-dogs-risk-of-heart-disease.html,"JUNE 28, 2019",NATURAL HEALTH NEWS,"By Daisy Luther Sometimes even when you get the most expensive brands of dog food to pamper your pet, you still end up giving him something harmful. We’ve seen this with numerous dog food recalls in the past. Such is the case with three specific…"
‘Mystical’ Psychedelic Compound Found In Normal Brains,https://naturalblaze.com/2019/06/mystical-psychedelic-compound-found-in-normal-brains.html,"JUNE 27, 2019",HEALTH AND WELLNESS,"A study in rats has revealed the presence of naturally occurring DMT, an increasingly popular hallucinogen In the past few years, thrill-seekers from Hollywood, Silicon Valley and beyond have been travelling to South America to take part in so-called Ayahuasca retreats. Their goal: to partake…"
Low-Carb ‘Keto’ Diet May Improve Brain Function And Memory In Older Adults,https://naturalblaze.com/2019/06/low-carb-keto-diet-may-improve-brain-function-and-memory-in-older-adults.html,"JUNE 27, 2019",DIET,"Diet that restricts glucose may help brain function In a pilot study of 14 older adults with mild cognitive problems suggestive of early Alzheimer’s disease, Johns Hopkins Medicine researchers report that a high-fat, low-carbohydrate diet may improve brain function and memory. Although the researchers say…"
Goat Milk Formula Could Benefit Infant Gut Health: Study,https://naturalblaze.com/2019/06/goat-milk-formula-could-benefit-infant-gut-health-study.html,"JUNE 27, 2019",DIET,"The laboratory study by RMIT, published in the British Journal of Nutrition, analysed two types of commercial goat milk formula. The research looked at oligosaccharides, a type of prebiotic that can boost the growth of beneficial bacteria and protect against harmful bacteria in the gut…."
"Study: Students Who Play Instruments, Take Music Classes Have Better Grades Than Peers",https://naturalblaze.com/2019/06/study-students-who-play-instruments-take-music-classes-have-better-grades-than-peers.html,"JUNE 26, 2019",NATURAL HEALTH NEWS,"By John Anderer VANCOUVER, British Columbia — High school music courses frequently fall victim to budget cuts due to the general belief that other subjects, such as math or history, are more important to students’ education. However, a new study performed at the University of British…"
Songbirds Killed By Pesticides After California City Sprayed Trees,https://naturalblaze.com/2019/06/songbirds-killed-by-pesticides-after-california-city-sprayed-trees.html,"JUNE 26, 2019",ENVIRONMENT,"Researchers from the California Department of Fish and Wildlife’s Wildlife Investigations Laboratory present their results from a toxicological investigation into a mortality event involving songbirds in a new publication in Environmental Toxicology and Chemistry. On 17 March 2017, residents in Modesto, California, reported dead birds…"
"Binge Watching TV Increases Heart Health Risks More Than A Desk Job, Study Finds",https://naturalblaze.com/2019/06/binge-watching-tv-increases-heart-health-risks-more-than-a-desk-job-study-finds.html,"JUNE 26, 2019",HEALTH AND WELLNESS,"Sitting for long periods of time has been linked to increased risk of cardiovascular disease and early death, but a new study suggests that not all types of sitting are equally unhealthy. The study, led by researchers at Columbia University Vagelos College of Physicians and…"
Air Pollution Found To Affect Female Fertility In Real-Life Study,https://naturalblaze.com/2019/06/air-pollution-found-to-affect-female-fertility-in-real-life-study.html,"JUNE 26, 2019",ENVIRONMENT,"Decline detected in ovarian reserve related to particulate matter and nitrogen dioxide in atmosphere Ovarian reserve, a term widely adopted to reflect the number of resting follicles in the ovary and thus a marker of potential female fertility, has been found in a large-scale study…"
How A License Legislates Choice,https://naturalblaze.com/2019/06/how-a-license-legislates-choice.html,"JUNE 26, 2019",NATURAL HEALTH NEWS,"Op-Ed by Rosanne Lindsay, ND Does a government-issued license protect your right to travel, practice medicine, or choose for yourself? The Institute for Justice estimates that one out of four American workers needs some sort of government-issued license to do their job. But, having a…"
Could Coffee Be The Secret To Fighting Obesity?,https://naturalblaze.com/2019/06/could-coffee-be-the-secret-to-fighting-obesity.html,"JUNE 24, 2019",DIET,"Scientists from the University of Nottingham have discovered that drinking a cup of coffee can stimulate ‘brown fat’, the body’s own fat-fighting defenses, which could be the key to tackling obesity and type-2 diabetes. The pioneering study, published today in the journal Scientific Reports, is…"
"Cocktail Of Probiotics May Prevent And Reverse Food Allergies In Children, Study Finds",https://naturalblaze.com/2019/06/cocktail-of-probiotics-may-prevent-and-reverse-food-allergies-in-children-study-finds.html,"JUNE 24, 2019",DIET,"Study finds altered gut microbiota in infants with food allergy; oral therapy to replenish bacteria prevented food allergy and suppressed established disease in mice Every three minutes, a food-related allergic reaction sends someone to the emergency room in the U.S. Currently, the only way to…"
Exposing Chickens To Light Dramatically Increases Vitamin D Content Of Eggs,https://naturalblaze.com/2019/06/exposing-chickens-to-light-dramatically-increases-vitamin-d-content-of-eggs.html,"JUNE 24, 2019",DIET,"After only three weeks of exposing indoor chickens to UV light for six hours per day, the vitamin D content of the eggs increased three to four-fold. Many people suffer from a vitamin D deficiency. This can result in brittle bones and an increased risk…"
Frostbitten Cat Becomes First In The World To Receive Four Titanium Paws,https://naturalblaze.com/2019/06/frostbitten-cat-becomes-first-in-the-world-to-receive-four-titanium-paws.html,"JUNE 24, 2019",NATURAL HEALTH NEWS,"By Elias Marat Harsh winters in Russia’s Siberia region often claims the lives of house pets, who can fall prey to frostbite and the surgical amputation of their limbs. With little ability to survive, this frequently leads to the poor creatures being euthanized. However, a…"
Shocking Before And After Photos Reveal The Truth About The Widespread Crop Failures The U.S. Is Facing In 2019,https://naturalblaze.com/2019/06/shocking-before-and-after-photos-reveal-the-truth-about-the-widespread-crop-failures-the-u-s-is-facing-in-2019.html,"JUNE 24, 2019",NATURAL HEALTH NEWS,"By Michael Snyder Torrential rains have been hammering the heartland of America for months, and at this point vast stretches of farmland in the middle of the country are nothing but mud.  As a result of the endless rain and unprecedented flooding that we have…"
"Your Kitchen Sponge May Hold Answer To Beating Antibiotic-Resistant Bacteria, Study Finds",https://naturalblaze.com/2019/06/your-kitchen-sponge-may-hold-answer-to-beating-antibiotic-resistant-bacteria-study-finds.html,"JUNE 24, 2019",NATURAL HEALTH NEWS,"By John Anderer NEW YORK — Antibiotic-resistant bacteria is appearing more and more all over the world. This isn’t a trend to be taken lightly; the World Health Organization classifies antibiotic-resistant bacteria as one of the top threats to global health today. Now, a new…"
Cannabidiol Is A Powerful New Antibiotic,https://naturalblaze.com/2019/06/cannabidiol-is-a-powerful-new-antibiotic.html,"JUNE 23, 2019",DIET,"New research has found that Cannnabidiol is active against Gram-positive bacteria, including those responsible for many serious infections (such as Staphyloccocus aureus and Streptococcus pneumoniae), with potency similar to that of established antibiotics such as vancomycin or daptomycin. The research is presented at ASM Microbe,…"
"Walmart And Target Pull Bottled Water Said To Contain Arsenic, But WHOLE FOODS Keeps Selling It",https://naturalblaze.com/2019/06/walmart-and-target-pull-bottled-water-said-to-contain-arsenic-but-whole-foods-keeps-selling-it.html,"JUNE 22, 2019",NATURAL HEALTH NEWS,"By Daisy Luther Back in April, we reported that 11 different brands of bottled water were shown to contain arsenic. Consumer Reports said that three brands, in particular, had potentially concerning levels of the toxic element. And two of those water brands still contain high…"
Dogs Developed “Sad Puppy Eyes” To Appeal To Humans: Study,https://naturalblaze.com/2019/06/dogs-developed-sad-puppy-eyes-to-appeal-to-humans.html,"JUNE 22, 2019",NATURAL HEALTH NEWS,"By Mayukh Saha While we’ve succeeded in domesticating different kinds of animals over the centuries, mankind’s greatest achievement is none other than the bond we’ve built with dogs. Unlike other animals, dogs crave the love and affection of humans and pups start vying for attention…"
Plant-Based Diet Led To Crohn’s Disease Remission In Case Study,https://naturalblaze.com/2019/06/plant-based-diet-lead-to-crohns-disease-remission-in-case-study.html,"JUNE 22, 2019",DIET,"Eating a [easyazon_link identifier=”B079F9HVWY” locale=”US” tag=”natblaze-20″]plant-based diet[/easyazon_link] may be an effective treatment for Crohn’s disease, according to a case study published in the journal Nutrients. The case study followed a man in his late 20s who had been diagnosed with Crohn’s disease after experiencing fatigue,…"
Gut Bacteria Associated With Chronic Pain For First Time,https://naturalblaze.com/2019/06/gut-bacteria-associated-with-chronic-pain-for-first-time.html,"JUNE 21, 2019",DIET,"Scientists have found a correlation between a disease involving chronic pain and alterations in the gut microbiome. Fibromyalgia affects 2-4 percent of the population and has no known cure. Symptoms include fatigue, impaired sleep and cognitive difficulties, but the disease is most clearly characterized by…"
Can Chocolate Actually Reverse Obesity?,https://naturalblaze.com/2019/06/can-chocolate-actually-reverse-obesity.html,"JUNE 21, 2019",DIET,"Scientists may have discovered more reasons to love chocolate. A new study by researchers at the University of Illinois suggests that three of the phenolic compounds in cocoa bean shells have powerful effects on the fat and immune cells in mice, potentially reversing the chronic…"
Ice Cream Shop Becomes Scotland’s First To Sell CBD-Infused Ice Cream,https://naturalblaze.com/2019/06/ice-cream-shop-becomes-scotlands-first-to-sell-cbd-infused-ice-cream.html,"JUNE 21, 2019",NATURAL HEALTH NEWS,"By John Vibes “ICE shops,” the Falkirk-based ice cream store, recently announced that they will become the first shop in Scotland to sell CBD-infused ice cream. The pioneering product is the result of a partnership between ICE Shops owner Kyle Gentleman and Elaine Grant, the…"
New Research: Young People Are Growing Bone Spur “Horns” From Smartphone Use,https://naturalblaze.com/2019/06/new-research-young-people-are-growing-bone-spur-horns-from-smartphone-use.html,"JUNE 21, 2019",NATURAL HEALTH NEWS,"By Mac Slavo Australian researchers have found odd bone spurs growing out of the skulls of young people. These “horns” are said to be due to the increasing use of smartphones. Since the research was published, unusual formations have captured the attention of Australian media,…"
Timed Release Of Turmeric Stops Cancer Cell Growth,https://naturalblaze.com/2019/06/timed-release-of-turmeric-stops-cancer-cell-growth.html,"JUNE 20, 2019",DIET,"A Washington State University research team has developed a drug delivery system using curcumin, the main ingredient in the spice [easyazon_link identifier=”B01DBTFO98″ locale=”US” tag=”natblaze-20″]turmeric[/easyazon_link], that successfully inhibits bone cancer cells while promoting growth of healthy bone cells. The work could lead to better post-operative treatments…"
Your Brain Reacts To Information Same As Money Or Drugs,https://naturalblaze.com/2019/06/information-is-like-money-or-drugs-to-your-brain.html,"JUNE 20, 2019",HEALTH AND WELLNESS,"Researchers demonstrate common neural code for information and money; both act on the brain’s dopamine-producing reward system. “We can look into the brain and tell how much someone wants a piece of information, and then translate that brain activity into monetary amounts,” they said. Can’t…"
"Medical IDs Are The Enemy Of Privacy, Liberty, & Health",https://naturalblaze.com/2019/06/medical-ids-are-the-enemy-of-privacy-liberty-health.html,"JUNE 20, 2019",NATURAL HEALTH NEWS,"By Ron Paul Last week, the House of Representatives voted in favor of a Labor, Health and Human Services, and Education appropriations bill amendment to repeal the prohibition on the use of federal funds to create a “unique patient identifier.” Unless this prohibition, which I…"
New Florida Law Further Expands Healthcare Freedom,https://naturalblaze.com/2019/06/new-florida-law-further-expands-healthcare-freedom.html,"JUNE 20, 2019",NATURAL HEALTH NEWS,"By Mike Maharrey TALAHASSEE, Fla. (June 20, 2019) – Earlier this week, Florida Gov. Ron DeSantis signed a bill that expands a law passed last year to help facilitate healthcare freedom outside of government regulatory schemes. Rep. Wyman Duggan (R-Jacksonville) filed House Bill 7 (H7) on Feb…."
CBD Legal Status Update: FDA Holds First Hearing And Issues Warnings,https://naturalblaze.com/2019/06/cbd-legal-status-update-fda-holds-first-hearing-and-issues-warnings.html,"JUNE 19, 2019",NATURAL HEALTH NEWS,"By Michael Boldin On May 31, the FDA held its first hearing on CBD. After the meeting, the same questions remain as before: will the federal agency continue to maintain its current regulation and prohibition of hemp-derived cannabinoids? Or will it give in to market…"
"Study: Marijuana Use Increases, Shifts Away From Illegal Market",https://naturalblaze.com/2019/06/study-marijuana-use-increases-shifts-away-from-illegal-market.html,"JUNE 18, 2019",HEALTH AND WELLNESS,"A new article published by researchers from University of Puget Sound and University of Washington reports that, based on analysis of public wastewater samples in at least one Western Washington population center, cannabis use both increased and substantially shifted from the illicit market since retail…"
"Signed As Law: Texas Legalizes CBD, Expands Medical Program Despite Federal Prohibition",https://naturalblaze.com/2019/06/signed-as-law-texas-legalizes-cbd-expands-medical-program-despite-federal-prohibition.html,"JUNE 18, 2019",NATURAL HEALTH NEWS,"By Mike Maharrey AUSTIN, Texas (June 18, 2019) – Last week, Texas Gov. Greg Abbott signed two bills into law that legalize hemp-derived CBD and expands access to low-cannabis THC in the state despite continued federal prohibition. A bipartisan coalition of 21 representatives and senators…"
3 Brands Of Flour Recalled Due To E. Coli Concerns,https://naturalblaze.com/2019/06/3-brands-of-flour-recalled-due-to-e-coli-concerns.html,"JUNE 17, 2019",NATURAL HEALTH NEWS,By Daisy Luther Attention Scratch Cookers and Bakers: You’re going to want to spread this information far and wide. The latest potentially tainted food being recalled is…flour. Multiple brands are pulling flour off the shelves around the country due to the possibility of E. coli…
"Independence, Missouri, City Council Adopts Ordinance Prohibiting AMI Smart Meters June 3, 2019",https://naturalblaze.com/2019/06/independence-missouri-city-councils-adopts-ordinance-prohibiting-ami-smart-meters-june-3-2019.html,"JUNE 16, 2019",NATURAL HEALTH NEWS,"By Catherine J. Frompovich Bang the timpani drums and clang the brass cymbals! One municipality finally was able to get an ordinance passed that prohibits AMI Smart Meters from being installed anywhere within the city limits. The City of Independence, Missouri, did the right thing…"
Moderate Strength Training Can Control Diabetes Even Before Weight Loss,https://naturalblaze.com/2019/06/moderate-strength-and-weight-training-can-control-diabetes-even-before-weight-loss.html,"JUNE 14, 2019",HEALTH AND WELLNESS,"In experiments with mice, Brazilian scientists demonstrated that a moderate training protocol reduced liver fat and made the organ more sensitive to insulin, even before loss of body weight occurred Research conducted at the University of Campinas (UNICAMP) in São Paulo State, Brazil, shows that…"
90% Of Baby Socks Found To Contain Bisphenol A And Parabens,https://naturalblaze.com/2019/06/90-percent-of-baby-socks-found-to-contain-bisphenol-a-and-parabens.html,"JUNE 14, 2019",BIG PHARMA,"A team of scientists from the University of Granada (UGR), the Biohealth Research Institute in Granada (ibs.GRANADA), the city’s San Cecilio Clinical Hospital, and the Centre for Biomedical Research in Epidemiology and Public Health (CIBERESP) has found that 9 out of 10 pairs of socks…"
Scientists Just Discovered A Bunch Of Medical Uses For Scorpion Venom,https://naturalblaze.com/2019/06/scientists-just-discovered-a-bunch-of-medical-uses-for-scorpion-venom.html,"JUNE 14, 2019",NATURAL HEALTH NEWS,"By Elias Marat Researchers in Mexico and the U.S. have made the stunning discovery that venom from a scorpion native to Eastern Mexico is highly effective at killing deadly bacteria, including those that cause staph infections and tuberculosis (TB). Thousands of animal species ranging from…"
Cooking Vegetables With Extra Virgin Olive Oil Is Healthier,https://naturalblaze.com/2019/06/cooking-vegetables-with-extra-virgin-olive-oil-is-healthier.html,"JUNE 13, 2019",DIET,"Cooking vegetables in the sofrito (sauté) with extra virgin olive oil favours the absorption and release of bioactive compounds of its traditional ingredients (garlic, onion and tomato), according to the study conducted by a research team of the Faculty of Pharmacy and Food Sciences at…"
Cannabis Found In 2500-Year-Old Tomb In China,https://naturalblaze.com/2019/06/cannabis-found-in-2500-year-old-tomb-in-china.html,"JUNE 12, 2019",HEALTH AND WELLNESS,"A chemical residue study of incense burners from ancient burials at high elevations in the Pamir Mountains of western China has revealed psychoactive cannabinoids. This study, conducted by researchers from the University of the Chinese Academy of Sciences, Chinese Academy of Social Sciences and the…"
Prada Will Finally Ban Fur On All New Designs From 2020,https://naturalblaze.com/2019/06/prada-will-finally-ban-fur-on-all-new-designs-from-2020.html,"JUNE 12, 2019",NATURAL HEALTH NEWS,"By Mayukh Saha The giant designer company Prada has claimed that it wouldn’t produce clothes made of fur anymore, starting from 2020. This doesn’t really come as a shock all around, because they have now joined a growing list of clothing designers who have been…"
Medical Cannabis States Have Lower Rates Of Opioid Prescriptions,https://naturalblaze.com/2019/06/legal-medical-cannabis-states-have-lower-rates-of-opioid-prescriptions.html,"JUNE 12, 2019",BIG PHARMA,"Using data from privately-insured adults, new findings from The University of Texas Medical Branch at Galveston revealed that there is a lower level of opioids prescribed in states that have allowed the use of medical marijuana. The findings are currently available in Preventive Medicine. “We…"
"Dogs Can Sniff Out Cancer With 97 Percent Accuracy, Study Shows",https://naturalblaze.com/2019/06/dogs-can-sniff-out-cancer-with-97-percent-accuracy-study-shows.html,"JUNE 11, 2019",NATURAL HEALTH NEWS,"By Elias Marat It’s no secret that dogs love to sniff around. Take your dog for a walk and chances are they’ll spend most of their time sniffing about, using their storied olfactory abilities to take in as much of the world around them as…"
